,Регион,Год,Выброс загрезнений(тыс.тонн),Unnamed: 0,index,ranks
301,ВКО,2035,68,466.1,592.6,309
300,ВКО,2035,69,466.0,591.0,310
300,Жамбылская,2035,94,494.0,593.0,301
301,Жамбылская,2035,94,494.1,594.3,302
302,Жамбылская,2035,94,494.2,595.6,303
303,Жамбылская,2035,94,494.3,596.9,304
304,Жамбылская,2035,94,494.4,598.2,305
305,Жамбылская,2035,95,494.5,599.5,306
306,Жамбылская,2035,95,494.6,600.8,307
307,Жамбылская,2035,95,494.7,602.1,308
308,Жамбылская,2035,95,494.8,603.4,309
309,Жамбылская,2035,95,494.9,604.7,310
130,Жетісу,2035,13,522.0,586.0,131
131,Жетісу,2035,13,522.1,589.4,132
132,Жетісу,2035,13,522.2,592.8,133
133,Жетісу,2035,13,522.3,596.2,134
134,Жетісу,2035,13,522.4,599.6,135
135,Жетісу,2035,13,522.5,603.0,136
136,Жетісу,2035,13,522.6,606.4,137
137,Жетісу,2035,13,522.7,609.8,138
138,Жетісу,2035,13,522.8,613.2,139
139,Жетісу,2035,13,522.9,616.6,140
309,ЗКО,2035,6,550.9,602.8,301
308,ЗКО,2035,6,550.8,600.6,302
307,ЗКО,2035,6,550.7,598.4,303
306,ЗКО,2035,6,550.6,596.2,304
305,ЗКО,2035,7,550.5,594.0,305
304,ЗКО,2035,7,550.4,591.8,306
303,ЗКО,2035,7,550.3,589.6,307
302,ЗКО,2035,7,550.2,587.4,308
301,ЗКО,2035,7,550.1,585.2,309
300,ЗКО,2035,8,550.0,583.0,310
309,Карагандинская,2035,-200,578.9,615.8,301
308,Карагандинская,2035,-196,578.8,613.6,302
307,Карагандинская,2035,-192,578.7,611.4,303
306,Карагандинская,2035,-187,578.6,609.2,304
305,Карагандинская,2035,-183,578.5,607.0,305
304,Карагандинская,2035,-179,578.4,604.8,306
303,Карагандинская,2035,-174,578.3,602.6,307
302,Карагандинская,2035,-170,578.2,600.4,308
301,Карагандинская,2035,-166,578.1,598.2,309
300,Карагандинская,2035,-162,578.0,596.0,310
300,Костанайская,2035,136,606.0,579.0,301
301,Костанайская,2035,136,606.1,582.3,302
302,Костанайская,2035,136,606.2,585.6,303
303,Костанайская,2035,136,606.3,588.9,304
304,Костанайская,2035,136,606.4,592.2,305
305,Костанайская,2035,136,606.5,595.5,306
306,Костанайская,2035,136,606.6,598.8,307
307,Костанайская,2035,136,606.7,602.1,308
308,Костанайская,2035,136,606.8,605.4,309
309,Костанайская,2035,136,606.9,608.7,310
309,Кызылординская,2035,14,634.9,601.5,301
308,Кызылординская,2035,14,634.8,601.0,302
307,Кызылординская,2035,14,634.7,600.5,303
306,Кызылординская,2035,14,634.6,600.0,304
305,Кызылординская,2035,14,634.5,599.5,305
304,Кызылординская,2035,14,634.4,599.0,306
303,Кызылординская,2035,14,634.3,598.5,307
302,Кызылординская,2035,14,634.2,598.0,308
301,Кызылординская,2035,14,634.1,597.5,309
300,Кызылординская,2035,15,634.0,597.0,310
300,Мангистауская,2035,80,662.0,582.0,301
301,Мангистауская,2035,80,662.1,585.7,302
302,Мангистауская,2035,80,662.2,589.4,303
303,Мангистауская,2035,80,662.3,593.1,304
304,Мангистауская,2035,80,662.4,596.8,305
305,Мангистауская,2035,80,662.5,600.5,306
306,Мангистауская,2035,80,662.6,604.2,307
307,Мангистауская,2035,80,662.7,607.9,308
308,Мангистауская,2035,80,662.8,611.6,309
309,Мангистауская,2035,80,662.9,615.3,310
300,Павлодарская,2035,833,690.0,578.0,301
301,Павлодарская,2035,833,690.1,581.5,302
302,Павлодарская,2035,834,690.2,585.0,303
303,Павлодарская,2035,835,690.3,588.5,304
304,Павлодарская,2035,836,690.4,592.0,305
305,Павлодарская,2035,837,690.5,595.5,306
306,Павлодарская,2035,838,690.6,599.0,307
307,Павлодарская,2035,839,690.7,602.5,308
308,Павлодарская,2035,840,690.8,606.0,309
309,Павлодарская,2035,841,690.9,609.5,310
309,Республика Казахстан,2035,1858,718.9,602.6,301
308,Республика Казахстан,2035,1861,718.8,602.2,302
307,Республика Казахстан,2035,1864,718.7,601.8,303
306,Республика Казахстан,2035,1866,718.6,601.4,304
305,Республика Казахстан,2035,1869,718.5,601.0,305
304,Республика Казахстан,2035,1872,718.4,600.6,306
