,Регион,Год,Выделенный бюджет на защиту экологии,Unnamed: 0,index,ranks
96,Абай,2031,4569245,322.6,513.0,97
97,Абай,2031,4569245,322.7,514.0,98
98,Абай,2031,4569245,322.8,515.0,99
99,Абай,2031,4569245,322.9,516.0,100
260,Акмолинская,2031,5909936,350.0,504.0,261
261,Акмолинская,2031,5933904,350.1,505.1,262
262,Акмолинская,2031,5957873,350.2,506.2,263
263,Акмолинская,2031,5981842,350.3,507.3,264
264,Акмолинская,2031,6005811,350.4,508.4,265
265,Акмолинская,2031,6029780,350.5,509.5,266
266,Акмолинская,2031,6053749,350.6,510.6,267
267,Акмолинская,2031,6077718,350.7,511.7,268
268,Акмолинская,2031,6101687,350.8,512.8,269
269,Акмолинская,2031,6125656,350.9,513.9,270
260,Актюбинская,2031,48523059,378.0,496.0,261
261,Актюбинская,2031,48707190,378.1,497.7,262
262,Актюбинская,2031,48891322,378.2,499.4,263
263,Актюбинская,2031,49075454,378.3,501.1,264
264,Актюбинская,2031,49259586,378.4,502.8,265
265,Актюбинская,2031,49443718,378.5,504.5,266
266,Актюбинская,2031,49627850,378.6,506.2,267
267,Актюбинская,2031,49811982,378.7,507.9,268
268,Актюбинская,2031,49996114,378.8,509.6,269
269,Актюбинская,2031,50180246,378.9,511.3,270
260,Алматинская,2031,2892860,406.0,494.0,261
261,Алматинская,2031,2902595,406.1,496.8,262
262,Алматинская,2031,2912330,406.2,499.6,263
263,Алматинская,2031,2922065,406.3,502.4,264
264,Алматинская,2031,2931800,406.4,505.2,265
265,Алматинская,2031,2941535,406.5,508.0,266
266,Алматинская,2031,2951270,406.6,510.8,267
267,Алматинская,2031,2961005,406.7,513.6,268
268,Алматинская,2031,2970740,406.8,516.4,269
269,Алматинская,2031,2980475,406.9,519.2,270
260,Алматы,2031,8371291,826.0,498.0,261
261,Алматы,2031,8400797,826.1,500.0,262
262,Алматы,2031,8430303,826.2,502.0,263
263,Алматы,2031,8459810,826.3,504.0,264
264,Алматы,2031,8489316,826.4,506.0,265
265,Алматы,2031,8518823,826.5,508.0,266
266,Алматы,2031,8548329,826.6,510.0,267
267,Алматы,2031,8577835,826.7,512.0,268
268,Алматы,2031,8607342,826.8,514.0,269
269,Алматы,2031,8636848,826.9,516.0,270
260,Астана,2031,4569585,854.0,501.0,261
261,Астана,2031,4588584,854.1,502.5,262
262,Астана,2031,4607583,854.2,504.0,263
263,Астана,2031,4626583,854.3,505.5,264
264,Астана,2031,4645582,854.4,507.0,265
265,Астана,2031,4664582,854.5,508.5,266
266,Астана,2031,4683581,854.6,510.0,267
267,Астана,2031,4702580,854.7,511.5,268
268,Астана,2031,4721580,854.8,513.0,269
269,Астана,2031,4740579,854.9,514.5,270
260,Атырауская,2031,79570852,434.0,500.0,261
261,Атырауская,2031,79865894,434.1,502.8,262
262,Атырауская,2031,80160936,434.2,505.6,263
263,Атырауская,2031,80455978,434.3,508.4,264
264,Атырауская,2031,80751020,434.4,511.2,265
265,Атырауская,2031,81046063,434.5,514.0,266
266,Атырауская,2031,81341105,434.6,516.8,267
267,Атырауская,2031,81636147,434.7,519.6,268
268,Атырауская,2031,81931189,434.8,522.4,269
269,Атырауская,2031,82226231,434.9,525.2,270
260,ВКО,2031,40767358,462.0,505.0,261
261,ВКО,2031,40917943,462.1,507.0,262
262,ВКО,2031,41068528,462.2,509.0,263
263,ВКО,2031,41219113,462.3,511.0,264
264,ВКО,2031,41369698,462.4,513.0,265
265,ВКО,2031,41520283,462.5,515.0,266
266,ВКО,2031,41670868,462.6,517.0,267
267,ВКО,2031,41821453,462.7,519.0,268
268,ВКО,2031,41972038,462.8,521.0,269
269,ВКО,2031,42122623,462.9,523.0,270
260,Жамбылская,2031,8789597,490.0,509.0,261
261,Жамбылская,2031,8824100,490.1,510.4,262
262,Жамбылская,2031,8858604,490.2,511.8,263
263,Жамбылская,2031,8893108,490.3,513.2,264
264,Жамбылская,2031,8927612,490.4,514.6,265
265,Жамбылская,2031,8962116,490.5,516.0,266
266,Жамбылская,2031,8996619,490.6,517.4,267
267,Жамбылская,2031,9031123,490.7,518.8,268
268,Жамбылская,2031,9065627,490.8,520.2,269
269,Жамбылская,2031,9100131,490.9,521.6,270
90,Жетісу,2031,973288,518.0,491.0,91
91,Жетісу,2031,973288,518.1,495.0,92
92,Жетісу,2031,973288,518.2,499.0,93
93,Жетісу,2031,973288,518.3,503.0,94
94,Жетісу,2031,973288,518.4,507.0,95
95,Жетісу,2031,973288,518.5,511.0,96
96,Жетісу,2031,973288,518.6,515.0,97
97,Жетісу,2031,973288,518.7,519.0,98
98,Жетісу,2031,973288,518.8,523.0,99
99,Жетісу,2031,973288,518.9,527.0,100
260,ЗКО,2031,18960375,546.0,510.0,261
261,ЗКО,2031,19039454,546.1,512.0,262
262,ЗКО,2031,19118534,546.2,514.0,263
263,ЗКО,2031,19197613,546.3,516.0,264
264,ЗКО,2031,19276693,546.4,518.0,265
265,ЗКО,2031,19355773,546.5,520.0,266
266,ЗКО,2031,19434852,546.6,522.0,267
267,ЗКО,2031,19513932,546.7,524.0,268
268,ЗКО,2031,19593011,546.8,526.0,269
269,ЗКО,2031,19672091,546.9,528.0,270
260,Карагандинская,2031,46074991,574.0,490.0,261
261,Карагандинская,2031,46230281,574.1,492.9,262
262,Карагандинская,2031,46385572,574.2,495.8,263
263,Карагандинская,2031,46540863,574.3,498.7,264
264,Карагандинская,2031,46696154,574.4,501.6,265
265,Карагандинская,2031,46851445,574.5,504.5,266
266,Карагандинская,2031,47006735,574.6,507.4,267
267,Карагандинская,2031,47162026,574.7,510.3,268
268,Карагандинская,2031,47317317,574.8,513.2,269
269,Карагандинская,2031,47472608,574.9,516.1,270
260,Костанайская,2031,16204819,602.0,492.0,261
261,Костанайская,2031,16241142,602.1,495.5,262
262,Костанайская,2031,16277466,602.2,499.0,263
263,Костанайская,2031,16313789,602.3,502.5,264
264,Костанайская,2031,16350113,602.4,506.0,265
265,Костанайская,2031,16386437,602.5,509.5,266
266,Костанайская,2031,16422760,602.6,513.0,267
267,Костанайская,2031,16459084,602.7,516.5,268
268,Костанайская,2031,16495407,602.8,520.0,269
269,Костанайская,2031,16531731,602.9,523.5,270
260,Кызылординская,2031,4557523,630.0,493.0,261
261,Кызылординская,2031,4570180,630.1,495.8,262
262,Кызылординская,2031,4582837,630.2,498.6,263
263,Кызылординская,2031,4595495,630.3,501.4,264
264,Кызылординская,2031,4608152,630.4,504.2,265
265,Кызылординская,2031,4620810,630.5,507.0,266
266,Кызылординская,2031,4633467,630.6,509.8,267
267,Кызылординская,2031,4646124,630.7,512.6,268
268,Кызылординская,2031,4658782,630.8,515.4,269
269,Кызылординская,2031,4671439,630.9,518.2,270
269,Мангистауская,2031,7448875,658.9,522.4,261
268,Мангистауская,2031,7480972,658.8,520.8,262
267,Мангистауская,2031,7513069,658.7,519.2,263
266,Мангистауская,2031,7545166,658.6,517.6,264
265,Мангистауская,2031,7577263,658.5,516.0,265
264,Мангистауская,2031,7609360,658.4,514.4,266
263,Мангистауская,2031,7641457,658.3,512.8,267
262,Мангистауская,2031,7673554,658.2,511.2,268
261,Мангистауская,2031,7705651,658.1,509.6,269
260,Мангистауская,2031,7737748,658.0,508.0,270
260,Павлодарская,2031,44926072,686.0,506.0,261
261,Павлодарская,2031,45077060,686.1,508.0,262
262,Павлодарская,2031,45228049,686.2,510.0,263
263,Павлодарская,2031,45379038,686.3,512.0,264
264,Павлодарская,2031,45530027,686.4,514.0,265
265,Павлодарская,2031,45681016,686.5,516.0,266
266,Павлодарская,2031,45832004,686.6,518.0,267
267,Павлодарская,2031,45982993,686.7,520.0,268
268,Павлодарская,2031,46133982,686.8,522.0,269
269,Павлодарская,2031,46284971,686.9,524.0,270
260,Республика Казахстан,2031,363121237,714.0,502.0,261
261,Республика Казахстан,2031,364375192,714.1,504.7,262
262,Республика Казахстан,2031,365629147,714.2,507.4,263
263,Республика Казахстан,2031,366883102,714.3,510.1,264
264,Республика Казахстан,2031,368137057,714.4,512.8,265
265,Республика Казахстан,2031,369391012,714.5,515.5,266
266,Республика Казахстан,2031,370644967,714.6,518.2,267
267,Республика Казахстан,2031,371898922,714.7,520.9,268
268,Республика Казахстан,2031,373152877,714.8,523.6,269
269,Республика Казахстан,2031,374406832,714.9,526.3,270
260,СКО,2031,6414887,742.0,499.0,261
261,СКО,2031,6442380,742.1,502.4,262
262,СКО,2031,6469874,742.2,505.8,263
263,СКО,2031,6497367,742.3,509.2,264
264,СКО,2031,6524861,742.4,512.6,265
265,СКО,2031,6552354,742.5,516.0,266
266,СКО,2031,6579848,742.6,519.4,267
267,СКО,2031,6607341,742.7,522.8,268
268,СКО,2031,6634835,742.8,526.2,269
269,СКО,2031,6662328,742.9,529.6,270
130,Туркестанская,2031,2150884,770.0,497.0,131
131,Туркестанская,2031,2157205,770.1,500.5,132
132,Туркестанская,2031,2163527,770.2,504.0,133
133,Туркестанская,2031,2169849,770.3,507.5,134
134,Туркестанская,2031,2176171,770.4,511.0,135
135,Туркестанская,2031,2182493,770.5,514.5,136
136,Туркестанская,2031,2188815,770.6,518.0,137
137,Туркестанская,2031,2195137,770.7,521.5,138
138,Туркестанская,2031,2201459,770.8,525.0,139
139,Туркестанская,2031,2207781,770.9,528.5,140
210,Южно-Казахстанская,2031,11575594,798.0,495.0,211
211,Южно-Казахстанская,2031,11618485,798.1,497.5,212
212,Южно-Казахстанская,2031,11661377,798.2,500.0,213
213,Южно-Казахстанская,2031,11704269,798.3,502.5,214
214,Южно-Казахстанская,2031,11747160,798.4,505.0,215
215,Южно-Казахстанская,2031,11790052,798.5,507.5,216
216,Южно-Казахстанская,2031,11832944,798.6,510.0,217
217,Южно-Казахстанская,2031,11875835,798.7,512.5,218
218,Южно-Казахстанская,2031,11918727,798.8,515.0,219
219,Южно-Казахстанская,2031,11961619,798.9,517.5,220
139,г.Шымкент,2031,3831255,882.9,511.1,131
138,г.Шымкент,2031,3849078,882.8,510.2,132
137,г.Шымкент,2031,3866900,882.7,509.3,133
136,г.Шымкент,2031,3884723,882.6,508.4,134
135,г.Шымкент,2031,3902546,882.5,507.5,135
134,г.Шымкент,2031,3920368,882.4,506.6,136
133,г.Шымкент,2031,3938191,882.3,505.7,137
132,г.Шымкент,2031,3956013,882.2,504.8,138
131,г.Шымкент,2031,3973836,882.1,503.9,139
130,г.Шымкент,2031,3991659,882.0,503.0,140
90,Ұлытау,2031,12860844,910.0,511.0,91
91,Ұлытау,2031,12860844,910.1,511.3,92
92,Ұлытау,2031,12860844,910.2,511.6,93
93,Ұлытау,2031,12860844,910.3,511.9,94
94,Ұлытау,2031,12860844,910.4,512.2,95
95,Ұлытау,2031,12860844,910.5,512.5,96
96,Ұлытау,2031,12860844,910.6,512.8,97
97,Ұлытау,2031,12860844,910.7,513.1,98
98,Ұлытау,2031,12860844,910.8,513.4,99
99,Ұлытау,2031,12860844,910.9,513.7,100
100,Абай,2032,4569245,323.0,517.0,101
101,Абай,2032,4569245,323.1,520.4,102
102,Абай,2032,4569245,323.2,523.8,103
103,Абай,2032,4569245,323.3,527.2,104
104,Абай,2032,4569245,323.4,530.6,105
105,Абай,2032,4569245,323.5,534.0,106
106,Абай,2032,4569245,323.6,537.4,107
107,Абай,2032,4569245,323.7,540.8,108
108,Абай,2032,4569245,323.8,544.2,109
109,Абай,2032,4569245,323.9,547.6,110
270,Акмолинская,2032,6149625,351.0,515.0,271
271,Акмолинская,2032,6173593,351.1,518.4,272
272,Акмолинская,2032,6197562,351.2,521.8,273
273,Акмолинская,2032,6221531,351.3,525.2,274
274,Акмолинская,2032,6245500,351.4,528.6,275
275,Акмолинская,2032,6269469,351.5,532.0,276
276,Акмолинская,2032,6293438,351.6,535.4,277
277,Акмолинская,2032,6317407,351.7,538.8,278
278,Акмолинская,2032,6341376,351.8,542.2,279
279,Акмолинская,2032,6365345,351.9,545.6,280
270,Актюбинская,2032,50364378,379.0,513.0,271
271,Актюбинская,2032,50548509,379.1,516.9,272
272,Актюбинская,2032,50732641,379.2,520.8,273
273,Актюбинская,2032,50916773,379.3,524.7,274
274,Актюбинская,2032,51100905,379.4,528.6,275
275,Актюбинская,2032,51285037,379.5,532.5,276
276,Актюбинская,2032,51469169,379.6,536.4,277
277,Актюбинская,2032,51653301,379.7,540.3,278
278,Актюбинская,2032,51837433,379.8,544.2,279
279,Актюбинская,2032,52021565,379.9,548.1,280
270,Алматинская,2032,2990210,407.0,522.0,271
271,Алматинская,2032,2999945,407.1,525.3,272
272,Алматинская,2032,3009680,407.2,528.6,273
273,Алматинская,2032,3019415,407.3,531.9,274
274,Алматинская,2032,3029150,407.4,535.2,275
275,Алматинская,2032,3038885,407.5,538.5,276
276,Алматинская,2032,3048620,407.6,541.8,277
277,Алматинская,2032,3058355,407.7,545.1,278
278,Алматинская,2032,3068090,407.8,548.4,279
279,Алматинская,2032,3077825,407.9,551.7,280
270,Алматы,2032,8666355,827.0,518.0,271
271,Алматы,2032,8695861,827.1,520.1,272
272,Алматы,2032,8725367,827.2,522.2,273
273,Алматы,2032,8754873,827.3,524.3,274
274,Алматы,2032,8784380,827.4,526.4,275
275,Алматы,2032,8813886,827.5,528.5,276
276,Алматы,2032,8843392,827.6,530.6,277
277,Алматы,2032,8872899,827.7,532.7,278
278,Алматы,2032,8902405,827.8,534.8,279
279,Алматы,2032,8931911,827.9,536.9,280
270,Астана,2032,4759579,855.0,516.0,271
271,Астана,2032,4778578,855.1,518.7,272
272,Астана,2032,4797577,855.2,521.4,273
273,Астана,2032,4816576,855.3,524.1,274
274,Астана,2032,4835576,855.4,526.8,275
275,Астана,2032,4854575,855.5,529.5,276
276,Астана,2032,4873574,855.6,532.2,277
277,Астана,2032,4892574,855.7,534.9,278
278,Астана,2032,4911573,855.8,537.6,279
279,Астана,2032,4930572,855.9,540.3,280
270,Атырауская,2032,82521274,435.0,528.0,271
271,Атырауская,2032,82816316,435.1,530.5,272
272,Атырауская,2032,83111358,435.2,533.0,273
273,Атырауская,2032,83406400,435.3,535.5,274
274,Атырауская,2032,83701442,435.4,538.0,275
275,Атырауская,2032,83996485,435.5,540.5,276
276,Атырауская,2032,84291527,435.6,543.0,277
277,Атырауская,2032,84586569,435.7,545.5,278
278,Атырауская,2032,84881611,435.8,548.0,279
279,Атырауская,2032,85176653,435.9,550.5,280
270,ВКО,2032,42273209,463.0,525.0,271
271,ВКО,2032,42423794,463.1,527.3,272
272,ВКО,2032,42574379,463.2,529.6,273
273,ВКО,2032,42724964,463.3,531.9,274
274,ВКО,2032,42875549,463.4,534.2,275
275,ВКО,2032,43026134,463.5,536.5,276
276,ВКО,2032,43176719,463.6,538.8,277
277,ВКО,2032,43327304,463.7,541.1,278
